0.049,0.
0.147,0.
0.247,0.
0.347,0.
0.447,0.
0.547,0.
0.647,0.
0.747,0.
0.876,0.2252
0.955,0.5814
1.087,1.2129
1.162,0.6216
1.26,0.6313
1.344,3.0441
1.452,9.5173
1.585,5.7372
1.663,6.9898
1.739,5.7803
1.847,7.1064
1.942,4.1076
2.044,3.3984
2.15,2.7572
2.27,1.2274
2.346,1.0046
2.509,1.4798
2.756,0.8381
3.009,0.4292
3.257,0.2117
3.506,0.0985
3.756,0.0446
4.082,0.0288
4.579,0.0054
5.076,0.0009
5.658,0.0002
18.773,0.0001
19.68,0.0016
20.645,0.0125
21.615,0.0618
22.59,0.2137
23.568,0.5507
24.549,1.1046
25.532,1.7838
26.517,2.38
27.503,2.6793
28.491,2.5894
29.48,2.1803
30.471,1.6225
31.47,1.115
32.507,0.929
33.539,1.2964
34.519,1.8714
35.49,1.9702
36.467,1.5166
37.457,0.9546
38.467,0.5951
39.485,0.4492
40.504,0.428
41.502,0.3905
42.494,0.3795
43.486,0.3308
44.474,0.3122
45.495,0.2906
46.494,0.2538
47.472,0.2438
48.452,0.2236
49.445,0.2201
50.472,0.1989
51.513,0.1808
52.491,0.1609
53.494,0.1627
54.507,0.1632
55.512,0.1963
56.531,0.2533
57.52,0.3266
58.535,0.3956
59.507,0.449
60.501,0.4895
61.506,0.5065
62.504,0.532
63.5,0.569
64.496,0.618
65.496,0.7003
66.507,0.6969
67.497,0.6898
68.488,0.6457
69.488,0.5835
"70,487",0.5037
71.475,0.4318
72.485,0.3547
73.487,0.3003
74.447,0.2437
75.469,0.2029
76.465,0.1862
77.428,0.1723
78.518,0.1236
79.474,0.1597
80.522,0.1238
81.515,0.1459
82.504,0.1356
83.503,0.1325
84.497,0.1266
85.493,0.1082
86.499,0.1036
87.48,0.0912
88.493,0.0806
89.498,0.0715
90.962,0.1276
92.979,0.1102
94.981,0.0973
96.981,0.0867
98.979,0.0779
100.98,0.0707
102.982,0.0638
104.984,0.058
106.985,0.0529
108.986,0.0484
110.986,0.0445
112.986,0.041
114.987,0.0378
116.987,0.035
118.988,0.0324
120.988,0.0302
122.988,0.0281
124.989,0.0262
126.989,0.0245
128.989,0.0229
130.989,0.0215
132.99,0.0202
134.99,0.019
136.99,0.0179
138.99,0.0168
141.962,0.0309
145.964,0.0277
149.965,0.0249
153.967,0.0225
157.968,0.0203
161.969,0.0185
165.97,0.0169
169.971,0.0154
173.972,0.0142
177.973,0.013
181.973,0.012
185.974,0.0111
189.975,0.0103
193.975,0.0095
197.976,0.0089
201.977,0.0083
205.977,0.0077
209.978,0.0072
213.978,0.0067
217.979,0.0063
221.979,0.0059
225.98,0.0056
229.98,0.0053
233.98,0.005
237.981,0.0047
